_id,date,center_name,attendance_count
48849885,2015-03-04,Arlington Community Center,60
48849886,2015-03-04,Brookline Community Center,181
48849887,2015-03-04,Ormsby Community Center,42
48849888,2015-03-04,Paulson Community Center,38
48849889,2015-03-04,Phillips Community Center,57
48849890,2015-03-04,West Penn Community Center,42
48849891,2015-03-04,Warrington Community Center,106
48849892,2015-03-04,Magee Community Center,31
48849893,2015-03-03,Arlington Community Center,51
48849894,2015-03-03,Ammon Community Center,11
48849895,2015-03-03,Brookline Community Center,167
48849896,2015-03-03,Paulson Community Center,40
48849897,2015-03-03,Ormsby Community Center,64
48849898,2015-03-03,Phillips Community Center,55
48849899,2015-03-03,Warrington Community Center,52
48849900,2015-03-03,West Penn Community Center,89
48849901,2015-03-03,Magee Community Center,84
48849902,2015-03-02,Ammon Community Center,97
48849903,2015-03-02,Arlington Community Center,81
48849904,2015-03-02,Brookline Community Center,163
48849905,2015-03-02,Ormsby Community Center,52
48849906,2015-03-02,Paulson Community Center,37
48849907,2015-03-02,Phillips Community Center,143
48849908,2015-03-02,West Penn Community Center,122
48849909,2015-03-02,Warrington Community Center,119
48849910,2015-03-02,Magee Community Center,67
48849911,2015-02-28,Brookline Community Center,342
48849912,2015-02-28,Ormsby Community Center,47
48849913,2015-02-28,Phillips Community Center,45
48849914,2015-02-28,West Penn Community Center,178
48849915,2015-02-28,Magee Community Center,85
48849916,2015-02-27,Arlington Community Center,95
48849917,2015-02-27,Brookline Community Center,115
48849918,2015-02-27,Ormsby Community Center,20
48849919,2015-02-27,Paulson Community Center,40
48849920,2015-02-27,Phillips Community Center,192
48849921,2015-02-27,West Penn Community Center,123
48849922,2015-02-27,Warrington Community Center,77
48849923,2015-02-27,Magee Community Center,78
48849924,2015-02-26,Arlington Community Center,79
48849925,2015-02-26,Ammon Community Center,105
48849926,2015-02-26,Brookline Community Center,219
48849927,2015-02-26,Paulson Community Center,25
48849928,2015-02-26,Ormsby Community Center,63
48849929,2015-02-26,Phillips Community Center,74
48849930,2015-02-26,Warrington Community Center,79
48849931,2015-02-26,West Penn Community Center,106
48849932,2015-02-26,Magee Community Center,169
48849933,2015-02-25,Ammon Community Center,133
48849934,2015-02-25,Arlington Community Center,115
48849935,2015-02-25,Brookline Community Center,203
48849936,2015-02-25,Ormsby Community Center,60
48849937,2015-02-25,Paulson Community Center,34
48849938,2015-02-25,Phillips Community Center,97
48849939,2015-02-25,West Penn Community Center,70
48849940,2015-02-25,Warrington Community Center,87
48849941,2015-02-25,Magee Community Center,126
48849942,2015-02-24,Arlington Community Center,42
48849943,2015-02-24,Ammon Community Center,108
48849944,2015-02-24,Brookline Community Center,220
48849945,2015-02-24,Paulson Community Center,40
48849946,2015-02-24,Ormsby Community Center,47
48849947,2015-02-24,Phillips Community Center,112
48849948,2015-02-24,Warrington Community Center,70
48849949,2015-02-24,West Penn Community Center,88
48849950,2015-02-24,Magee Community Center,96
48849951,2015-02-23,Ammon Community Center,91
48849952,2015-02-23,Arlington Community Center,123
48849953,2015-02-23,Brookline Community Center,197
48849954,2015-02-23,Ormsby Community Center,41
48849955,2015-02-23,Paulson Community Center,36
48849956,2015-02-23,West Penn Community Center,73
48849957,2015-02-23,Warrington Community Center,75
48849958,2015-02-23,Magee Community Center,73
48849959,2015-02-22,West Penn Community Center,152
48849960,2015-02-21,Brookline Community Center,54
48849961,2015-02-21,West Penn Community Center,15
48849962,2015-02-21,Magee Community Center,22
48849963,2015-02-20,Brookline Community Center,133
48849964,2015-02-20,Paulson Community Center,27
48849965,2015-02-20,Ormsby Community Center,32
48849966,2015-02-20,West Penn Community Center,94
48849967,2015-02-20,Warrington Community Center,77
48849968,2015-02-20,Magee Community Center,57
48849969,2015-02-19,Brookline Community Center,230
48849970,2015-02-19,Ormsby Community Center,54
48849971,2015-02-19,Paulson Community Center,29
48849972,2015-02-19,Warrington Community Center,90
48849973,2015-02-19,West Penn Community Center,246
48849974,2015-02-18,Brookline Community Center,146
48849975,2015-02-18,Paulson Community Center,33
48849976,2015-02-18,Ormsby Community Center,64
48849977,2015-02-17,Brookline Community Center,160
48849978,2015-02-17,Ormsby Community Center,96
48849979,2015-02-17,West Penn Community Center,11
48849980,2015-02-16,Arlington Community Center,72
48849981,2015-02-16,Ammon Community Center,43
48849982,2015-02-16,Brookline Community Center,157
48849983,2015-02-16,Jefferson Community Center,15
48849984,2015-02-16,Ormsby Community Center,41
48849985,2015-02-16,Paulson Community Center,37
48849986,2015-02-16,Phillips Community Center,69
48849987,2015-02-16,West Penn Community Center,82
48849988,2015-02-16,Warrington Community Center,107
48849989,2015-02-16,Magee Community Center,47
48849990,2015-02-14,Brookline Community Center,239
48849991,2015-02-14,Ormsby Community Center,27
48849992,2015-02-14,Phillips Community Center,7
48849993,2015-02-14,West Penn Community Center,44
48849994,2015-02-14,Magee Community Center,36
48849995,2015-02-13,Ammon Community Center,69
48849996,2015-02-13,Arlington Community Center,62
48849997,2015-02-13,Brookline Community Center,142
48849998,2015-02-13,Jefferson Community Center,29
48849999,2015-02-13,Ormsby Community Center,41
48850000,2015-02-13,Paulson Community Center,23
48850001,2015-02-13,Phillips Community Center,76
48850002,2015-02-13,West Penn Community Center,47
48850003,2015-02-13,Warrington Community Center,62
48850004,2015-02-13,Magee Community Center,99
48850005,2015-02-12,Arlington Community Center,78
48850006,2015-02-12,Ammon Community Center,97
48850007,2015-02-12,Jefferson Community Center,25
48850008,2015-02-12,Brookline Community Center,274
48850009,2015-02-12,Paulson Community Center,26
48850010,2015-02-12,Ormsby Community Center,145
48850011,2015-02-12,Phillips Community Center,134
48850012,2015-02-12,West Penn Community Center,129
48850013,2015-02-12,Magee Community Center,123
48850014,2015-02-11,Ammon Community Center,102
48850015,2015-02-11,Arlington Community Center,66
48850016,2015-02-11,Brookline Community Center,189
48850017,2015-02-11,Jefferson Community Center,20
48850018,2015-02-11,Ormsby Community Center,87
48850019,2015-02-11,Paulson Community Center,31
48850020,2015-02-11,Phillips Community Center,84
48850021,2015-02-11,West Penn Community Center,50
48850022,2015-02-11,Warrington Community Center,78
48850023,2015-02-11,Magee Community Center,87
48850024,2015-02-10,Arlington Community Center,72
48850025,2015-02-10,Ammon Community Center,130
48850026,2015-02-10,Jefferson Community Center,30
48850027,2015-02-10,Brookline Community Center,196
48850028,2015-02-10,Paulson Community Center,35
48850029,2015-02-10,Ormsby Community Center,200
48850030,2015-02-10,Phillips Community Center,106
48850031,2015-02-10,Warrington Community Center,127
48850032,2015-02-10,West Penn Community Center,96
48850033,2015-02-10,Magee Community Center,86
48850034,2015-02-09,Ammon Community Center,111
48850035,2015-02-09,Arlington Community Center,78
48850036,2015-02-09,Brookline Community Center,150
48850037,2015-02-09,Jefferson Community Center,19
48850038,2015-02-09,Ormsby Community Center,83
48850039,2015-02-09,Paulson Community Center,46
48850040,2015-02-09,Phillips Community Center,148
48850041,2015-02-09,West Penn Community Center,139
48850042,2015-02-09,Warrington Community Center,94
48850043,2015-02-09,Magee Community Center,43
48850044,2015-02-08,West Penn Community Center,9
48850045,2015-02-07,Arlington Community Center,295
48850046,2015-02-07,Ammon Community Center,16
48850047,2015-02-07,Brookline Community Center,350
48850048,2015-02-07,Ormsby Community Center,43
48850049,2015-02-07,Phillips Community Center,14
48850050,2015-02-07,West Penn Community Center,50
48850051,2015-02-06,Ammon Community Center,46
48850052,2015-02-06,Arlington Community Center,15
48850053,2015-02-06,Brookline Community Center,90
48850054,2015-02-06,Jefferson Community Center,24
48850055,2015-02-06,Ormsby Community Center,30
48850056,2015-02-06,Paulson Community Center,42
48850057,2015-02-06,Phillips Community Center,66
48850058,2015-02-06,West Penn Community Center,79
48850059,2015-02-06,Warrington Community Center,50
48850060,2015-02-06,Magee Community Center,70
48850061,2015-02-05,Arlington Community Center,34
48850062,2015-02-05,Ammon Community Center,116
48850063,2015-02-05,Jefferson Community Center,37
48850064,2015-02-05,Brookline Community Center,315
48850065,2015-02-05,Paulson Community Center,42
48850066,2015-02-05,Ormsby Community Center,75
48850067,2015-02-05,Phillips Community Center,36
48850068,2015-02-05,Warrington Community Center,122
48850069,2015-02-05,West Penn Community Center,149
48850070,2015-02-05,Magee Community Center,129
48850071,2015-02-04,Ammon Community Center,73
48850072,2015-02-04,Arlington Community Center,55
48850073,2015-02-04,Brookline Community Center,183
48850074,2015-02-04,Jefferson Community Center,30
48850075,2015-02-04,Ormsby Community Center,46
48850076,2015-02-04,Paulson Community Center,34
48850077,2015-02-04,Phillips Community Center,113
48850078,2015-02-04,West Penn Community Center,85
48850079,2015-02-04,Warrington Community Center,86
48850080,2015-02-04,Magee Community Center,38
48850081,2015-02-03,Arlington Community Center,15
48850082,2015-02-03,Ammon Community Center,84
48850083,2015-02-03,Jefferson Community Center,37
48850084,2015-02-03,Brookline Community Center,243
48850085,2015-02-03,Paulson Community Center,34
48850086,2015-02-03,Ormsby Community Center,50
48850087,2015-02-03,Phillips Community Center,102
48850088,2015-02-03,Warrington Community Center,46
48850089,2015-02-03,West Penn Community Center,104
48850090,2015-02-03,Magee Community Center,60
48850091,2015-02-02,Ammon Community Center,68
48850092,2015-02-02,Arlington Community Center,33
48850093,2015-02-02,Brookline Community Center,157
48850094,2015-02-02,Jefferson Community Center,24
48850095,2015-02-02,Ormsby Community Center,55
48850096,2015-02-02,Paulson Community Center,51
48850097,2015-02-02,Phillips Community Center,43
48850098,2015-02-02,West Penn Community Center,56
48850099,2015-02-02,Warrington Community Center,98
48850100,2015-02-02,Magee Community Center,42
48850101,2015-02-01,Ormsby Community Center,12
48850102,2015-01-31,Arlington Community Center,74
48850103,2015-01-31,Brookline Community Center,385
48850104,2015-01-31,Ormsby Community Center,18
48850105,2015-01-31,Phillips Community Center,22
48850106,2015-01-31,West Penn Community Center,43
48850107,2015-01-31,Magee Community Center,99
48850108,2015-01-30,Arlington Community Center,52
48850109,2015-01-30,Ammon Community Center,40
48850110,2015-01-30,Brookline Community Center,119
48850111,2015-01-30,Jefferson Community Center,25
48850112,2015-01-30,Ormsby Community Center,26
48850113,2015-01-30,Paulson Community Center,36
48850114,2015-01-30,Phillips Community Center,43
48850115,2015-01-30,West Penn Community Center,84
48850116,2015-01-30,Warrington Community Center,97
48850117,2015-01-30,Magee Community Center,78
48850118,2015-01-29,Ammon Community Center,72
48850119,2015-01-29,Arlington Community Center,52
48850120,2015-01-29,Jefferson Community Center,31
48850121,2015-01-29,Brookline Community Center,156
48850122,2015-01-29,Paulson Community Center,40
48850123,2015-01-29,Ormsby Community Center,49
48850124,2015-01-29,Phillips Community Center,66
48850125,2015-01-29,Warrington Community Center,55
48850126,2015-01-29,West Penn Community Center,152
48850127,2015-01-29,Magee Community Center,73
48850128,2015-01-28,Arlington Community Center,62
48850129,2015-01-28,Ammon Community Center,79
48850130,2015-01-28,Brookline Community Center,136
48850131,2015-01-28,Jefferson Community Center,29
48850132,2015-01-28,Ormsby Community Center,35
48850133,2015-01-28,Paulson Community Center,35
48850134,2015-01-28,Phillips Community Center,75
48850135,2015-01-28,Schenley Ice Rink,50
48850136,2015-01-28,West Penn Community Center,136
48850137,2015-01-28,Warrington Community Center,89
48850138,2015-01-28,Magee Community Center,121
48850139,2015-01-27,Ammon Community Center,120
48850140,2015-01-27,Arlington Community Center,33
48850141,2015-01-27,Jefferson Community Center,26
48850142,2015-01-27,Brookline Community Center,169
48850143,2015-01-27,Paulson Community Center,38
48850144,2015-01-27,Ormsby Community Center,99
48850145,2015-01-27,Phillips Community Center,76
48850146,2015-01-27,Warrington Community Center,78
48850147,2015-01-27,West Penn Community Center,87
48850148,2015-01-27,Magee Community Center,58
48850149,2015-01-26,Arlington Community Center,31
48850150,2015-01-26,Ammon Community Center,36
48850151,2015-01-26,Brookline Community Center,113
48850152,2015-01-26,Jefferson Community Center,12
48850153,2015-01-26,Ormsby Community Center,45
48850154,2015-01-26,Paulson Community Center,29
48850155,2015-01-26,Phillips Community Center,47
48850156,2015-01-26,West Penn Community Center,57
48850157,2015-01-26,Warrington Community Center,65
48850158,2015-01-26,Magee Community Center,28
48850159,2015-01-24,Brookline Community Center,380
48850160,2015-01-24,Ormsby Community Center,11
48850161,2015-01-24,Phillips Community Center,23
48850162,2015-01-24,West Penn Community Center,70
48850163,2015-01-24,Magee Community Center,39
48850164,2015-01-23,Arlington Community Center,59
48850165,2015-01-23,Brookline Community Center,115
48850166,2015-01-23,Jefferson Community Center,24
48850167,2015-01-23,Ormsby Community Center,22
48850168,2015-01-23,Paulson Community Center,39
48850169,2015-01-23,Phillips Community Center,82
48850170,2015-01-23,West Penn Community Center,75
48850171,2015-01-23,Magee Community Center,58
48850172,2015-01-22,Arlington Community Center,91
48850173,2015-01-22,Jefferson Community Center,23
48850174,2015-01-22,Brookline Community Center,352
48850175,2015-01-22,Paulson Community Center,43
48850176,2015-01-22,Ormsby Community Center,54
48850177,2015-01-22,Phillips Community Center,146
48850178,2015-01-22,Magee Community Center,137
48850179,2015-01-21,Arlington Community Center,48
48850180,2015-01-21,Ammon Community Center,17
48850181,2015-01-21,Brookline Community Center,128
48850182,2015-01-21,Jefferson Community Center,21
48850183,2015-01-21,Ormsby Community Center,37
48850184,2015-01-21,Paulson Community Center,41
48850185,2015-01-21,Phillips Community Center,61
48850186,2015-01-21,Magee Community Center,60
48850187,2015-01-20,Ammon Community Center,30
48850188,2015-01-20,Arlington Community Center,33
48850189,2015-01-20,Jefferson Community Center,16
48850190,2015-01-20,Brookline Community Center,85
48850191,2015-01-20,Paulson Community Center,41
48850192,2015-01-20,Ormsby Community Center,1
48850193,2015-01-20,Phillips Community Center,95
48850194,2015-01-20,West Penn Community Center,117
48850195,2015-01-20,Magee Community Center,117
48850196,2015-01-17,Brookline Community Center,318
48850197,2015-01-17,Ormsby Community Center,26
48850198,2015-01-17,Phillips Community Center,24
48850199,2015-01-17,Magee Community Center,84
48850200,2015-01-16,Arlington Community Center,89
48850201,2015-01-16,Ammon Community Center,31
48850202,2015-01-16,Brookline Community Center,242
48850203,2015-01-16,Jefferson Community Center,16
48850204,2015-01-16,Ormsby Community Center,32
48850205,2015-01-16,Paulson Community Center,39
48850206,2015-01-16,Phillips Community Center,125
48850207,2015-01-16,West Penn Community Center,93
48850208,2015-01-16,Magee Community Center,66
48850209,2015-01-15,Ammon Community Center,53
48850210,2015-01-15,Arlington Community Center,38
48850211,2015-01-15,Jefferson Community Center,24
48850212,2015-01-15,Brookline Community Center,314
48850213,2015-01-15,Ormsby Community Center,41
48850214,2015-01-15,Phillips Community Center,45
48850215,2015-01-15,West Penn Community Center,127
48850216,2015-01-15,Warrington Community Center,103
48850217,2015-01-15,Magee Community Center,80
48850218,2015-01-14,Arlington Community Center,59
48850219,2015-01-14,Ammon Community Center,58
48850220,2015-01-14,Brookline Community Center,207
48850221,2015-01-14,Jefferson Community Center,33
48850222,2015-01-14,Ormsby Community Center,39
48850223,2015-01-14,Paulson Community Center,34
48850224,2015-01-14,Phillips Community Center,76
48850225,2015-01-14,Warrington Community Center,83
48850226,2015-01-14,West Penn Community Center,88
48850227,2015-01-14,Magee Community Center,59
48850228,2015-01-13,Ammon Community Center,79
48850229,2015-01-13,Arlington Community Center,53
48850230,2015-01-13,Jefferson Community Center,27
48850231,2015-01-13,Brookline Community Center,274
48850232,2015-01-13,Paulson Community Center,28
48850233,2015-01-13,Ormsby Community Center,37
48850234,2015-01-13,Phillips Community Center,125
48850235,2015-01-13,West Penn Community Center,77
48850236,2015-01-13,Warrington Community Center,70
48850237,2015-01-13,Magee Community Center,64
48850238,2015-01-12,Arlington Community Center,301
48850239,2015-01-12,Ammon Community Center,84
48850240,2015-01-12,Brookline Community Center,213
48850241,2015-01-12,Jefferson Community Center,35
48850242,2015-01-12,Phillips Community Center,78
48850243,2015-01-12,Warrington Community Center,111
48850244,2015-01-12,West Penn Community Center,110
48850245,2015-01-12,Magee Community Center,52
48850246,2015-01-10,Brookline Community Center,366
48850247,2015-01-10,Phillips Community Center,15
48850248,2015-01-10,West Penn Community Center,43
48850249,2015-01-09,Arlington Community Center,45
48850250,2015-01-09,Brookline Community Center,190
48850251,2015-01-09,Jefferson Community Center,9
48850252,2015-01-09,Ormsby Community Center,46
48850253,2015-01-09,Paulson Community Center,19
48850254,2015-01-09,Phillips Community Center,50
48850255,2015-01-09,West Penn Community Center,66
48850256,2015-01-09,Warrington Community Center,92
48850257,2015-01-09,Magee Community Center,24
48850258,2015-01-08,Arlington Community Center,12
48850259,2015-01-08,Ammon Community Center,2
48850260,2015-01-08,Jefferson Community Center,16
48850261,2015-01-08,Brookline Community Center,266
48850262,2015-01-08,Paulson Community Center,28
48850263,2015-01-08,Ormsby Community Center,9
48850264,2015-01-08,Phillips Community Center,59
48850265,2015-01-08,Warrington Community Center,72
48850266,2015-01-08,West Penn Community Center,70
48850267,2015-01-08,Magee Community Center,132
48850268,2015-01-07,Ammon Community Center,55
48850269,2015-01-07,Arlington Community Center,29
48850270,2015-01-07,Brookline Community Center,161
48850271,2015-01-07,Jefferson Community Center,19
48850272,2015-01-07,Paulson Community Center,26
48850273,2015-01-07,Phillips Community Center,66
48850274,2015-01-07,West Penn Community Center,104
48850275,2015-01-07,Warrington Community Center,99
48850276,2015-01-07,Magee Community Center,65
48850277,2015-01-06,Arlington Community Center,83
48850278,2015-01-06,Ammon Community Center,55
48850279,2015-01-06,Jefferson Community Center,17
48850280,2015-01-06,Brookline Community Center,327
48850281,2015-01-06,Paulson Community Center,32
48850282,2015-01-06,Ormsby Community Center,8
48850283,2015-01-06,Phillips Community Center,113
48850284,2015-01-06,Warrington Community Center,106
48850285,2015-01-06,West Penn Community Center,105
48850286,2015-01-06,Magee Community Center,50
48850287,2015-01-05,Ammon Community Center,50
48850288,2015-01-05,Arlington Community Center,43
48850289,2015-01-05,Brookline Community Center,230
48850290,2015-01-05,Jefferson Community Center,45
48850291,2015-01-05,Paulson Community Center,43
48850292,2015-01-05,Phillips Community Center,53
48850293,2015-01-05,West Penn Community Center,100
48850294,2015-01-05,Warrington Community Center,92
48850295,2015-01-05,Magee Community Center,31
48850296,2015-01-03,Brookline Community Center,76
48850297,2015-01-03,Phillips Community Center,7
48850298,2015-01-03,West Penn Community Center,26
48850299,2015-01-03,Magee Community Center,90
48850300,2015-01-02,Arlington Community Center,31
48850301,2015-01-02,Ammon Community Center,8
48850302,2015-01-02,Brookline Community Center,122
48850303,2015-01-02,Jefferson Community Center,36
48850304,2015-01-02,Paulson Community Center,46
48850305,2015-01-02,Phillips Community Center,104
48850306,2015-01-02,West Penn Community Center,86
48850307,2015-01-02,Warrington Community Center,73
48850308,2015-01-02,Magee Community Center,45
48850309,2014-12-31,Ammon Community Center,4
48850310,2014-12-31,Arlington Community Center,29
48850311,2014-12-31,Jefferson Community Center,35
48850312,2014-12-31,Brookline Community Center,63
48850313,2014-12-31,Paulson Community Center,30
48850314,2014-12-31,Phillips Community Center,28
48850315,2014-12-31,Warrington Community Center,31
48850316,2014-12-31,West Penn Community Center,55
48850317,2014-12-31,Magee Community Center,31
48850318,2014-12-30,Arlington Community Center,35
48850319,2014-12-30,Ammon Community Center,12
48850320,2014-12-30,Brookline Community Center,133
48850321,2014-12-30,Jefferson Community Center,47
48850322,2014-12-30,Paulson Community Center,33
48850323,2014-12-30,Phillips Community Center,66
48850324,2014-12-30,West Penn Community Center,144
48850325,2014-12-30,Warrington Community Center,65
48850326,2014-12-30,Magee Community Center,48
48850327,2014-12-29,Ammon Community Center,13
48850328,2014-12-29,Arlington Community Center,38
48850329,2014-12-29,Jefferson Community Center,34
48850330,2014-12-29,Brookline Community Center,138
48850331,2014-12-29,Paulson Community Center,38
48850332,2014-12-29,Phillips Community Center,71
48850333,2014-12-29,Warrington Community Center,51
48850334,2014-12-29,West Penn Community Center,119
48850335,2014-12-29,Magee Community Center,67
48850336,2014-12-27,Brookline Community Center,108
48850337,2014-12-27,Phillips Community Center,12
48850338,2014-12-26,Arlington Community Center,18
48850339,2014-12-26,Ammon Community Center,2
48850340,2014-12-26,Brookline Community Center,80
48850341,2014-12-26,Jefferson Community Center,28
48850342,2014-12-26,Paulson Community Center,20
48850343,2014-12-26,Phillips Community Center,21
48850344,2014-12-26,West Penn Community Center,52
48850345,2014-12-26,Warrington Community Center,69
48850346,2014-12-26,Magee Community Center,56
48850347,2014-12-24,Ammon Community Center,2
48850348,2014-12-24,Arlington Community Center,1
48850349,2014-12-24,Jefferson Community Center,9
48850350,2014-12-24,Brookline Community Center,28
48850351,2014-12-24,Paulson Community Center,8
48850352,2014-12-24,Ormsby Community Center,10
48850353,2014-12-24,Phillips Community Center,5
48850354,2014-12-24,Warrington Community Center,17
48850355,2014-12-24,West Penn Community Center,48
48850356,2014-12-24,Magee Community Center,24
48850357,2014-12-23,Arlington Community Center,37
48850358,2014-12-23,Ammon Community Center,24
48850359,2014-12-23,Brookline Community Center,91
48850360,2014-12-23,Jefferson Community Center,27
48850361,2014-12-23,Ormsby Community Center,23
48850362,2014-12-23,Paulson Community Center,16
48850363,2014-12-23,Phillips Community Center,32
48850364,2014-12-23,West Penn Community Center,62
48850365,2014-12-23,Warrington Community Center,62
48850366,2014-12-23,Magee Community Center,66
48850367,2014-12-22,Ammon Community Center,46
48850368,2014-12-22,Arlington Community Center,49
48850369,2014-12-22,Jefferson Community Center,36
48850370,2014-12-22,Brookline Community Center,168
48850371,2014-12-22,Paulson Community Center,28
48850372,2014-12-22,Ormsby Community Center,72
48850373,2014-12-22,Phillips Community Center,83
48850374,2014-12-22,Warrington Community Center,74
48850375,2014-12-22,West Penn Community Center,143
48850376,2014-12-22,Magee Community Center,59
48850377,2014-12-20,Brookline Community Center,308
48850378,2014-12-20,Ormsby Community Center,8
48850379,2014-12-20,Phillips Community Center,6
48850380,2014-12-20,West Penn Community Center,122
48850381,2014-12-20,Magee Community Center,106
48850382,2014-12-19,Arlington Community Center,53
48850383,2014-12-19,Ammon Community Center,33
48850384,2014-12-19,Brookline Community Center,170
48850385,2014-12-19,Jefferson Community Center,34
48850386,2014-12-19,Ormsby Community Center,23
48850387,2014-12-19,Paulson Community Center,38
48850388,2014-12-19,Phillips Community Center,47
48850389,2014-12-19,West Penn Community Center,86
48850390,2014-12-19,Warrington Community Center,93
48850391,2014-12-19,Magee Community Center,64
48850392,2014-12-18,Ammon Community Center,54
48850393,2014-12-18,Arlington Community Center,39
48850394,2014-12-18,Jefferson Community Center,26
48850395,2014-12-18,Brookline Community Center,234
48850396,2014-12-18,Paulson Community Center,52
48850397,2014-12-18,Ormsby Community Center,32
48850398,2014-12-18,Phillips Community Center,81
48850399,2014-12-18,Warrington Community Center,60
48850400,2014-12-18,West Penn Community Center,127
48850401,2014-12-18,Magee Community Center,126
48850402,2014-12-17,Arlington Community Center,31
48850403,2014-12-17,Ammon Community Center,41
48850404,2014-12-17,Brookline Community Center,152
48850405,2014-12-17,Jefferson Community Center,27
48850406,2014-12-17,Ormsby Community Center,63
48850407,2014-12-17,Paulson Community Center,31
48850408,2014-12-17,Phillips Community Center,65
48850409,2014-12-17,West Penn Community Center,160
48850410,2014-12-17,Warrington Community Center,101
48850411,2014-12-17,Magee Community Center,63
48850412,2014-12-16,Ammon Community Center,41
48850413,2014-12-16,Arlington Community Center,103
48850414,2014-12-16,Jefferson Community Center,32
48850415,2014-12-16,Brookline Community Center,378
48850416,2014-12-16,Paulson Community Center,27
48850417,2014-12-16,Ormsby Community Center,59
48850418,2014-12-16,Phillips Community Center,73
48850419,2014-12-16,Warrington Community Center,72
48850420,2014-12-16,West Penn Community Center,96
48850421,2014-12-16,Magee Community Center,61
48850422,2014-12-15,Arlington Community Center,66
48850423,2014-12-15,Ammon Community Center,61
48850424,2014-12-15,Brookline Community Center,210
48850425,2014-12-15,Jefferson Community Center,32
48850426,2014-12-15,Ormsby Community Center,67
48850427,2014-12-15,Paulson Community Center,40
48850428,2014-12-15,Phillips Community Center,96
48850429,2014-12-15,West Penn Community Center,97
48850430,2014-12-15,Warrington Community Center,81
48850431,2014-12-15,Magee Community Center,57
48850432,2014-12-13,Jefferson Community Center,8
48850433,2014-12-13,Brookline Community Center,367
48850434,2014-12-13,Ormsby Community Center,9
48850435,2014-12-13,Phillips Community Center,150
48850436,2014-12-13,Warrington Community Center,317
48850437,2014-12-13,West Penn Community Center,75
48850438,2014-12-13,Magee Community Center,118
48850439,2014-12-12,Ammon Community Center,4
48850440,2014-12-12,Arlington Community Center,111
48850441,2014-12-12,Brookline Community Center,108
48850442,2014-12-12,Jefferson Community Center,24
48850443,2014-12-12,Ormsby Community Center,9
48850444,2014-12-12,Phillips Community Center,47
48850445,2014-12-12,West Penn Community Center,75
48850446,2014-12-12,Warrington Community Center,53
48850447,2014-12-12,Magee Community Center,7
48850448,2014-12-11,Arlington Community Center,13
48850449,2014-12-11,Ammon Community Center,94
48850450,2014-12-11,Jefferson Community Center,28
48850451,2014-12-11,Brookline Community Center,316
48850452,2014-12-11,Ormsby Community Center,40
48850453,2014-12-11,Paulson Community Center,29
48850454,2014-12-11,Phillips Community Center,114
48850455,2014-12-11,Warrington Community Center,67
48850456,2014-12-11,West Penn Community Center,53
48850457,2014-12-11,Magee Community Center,85
48850458,2014-12-10,Ammon Community Center,116
48850459,2014-12-10,Arlington Community Center,34
48850460,2014-12-10,Brookline Community Center,202
48850461,2014-12-10,Jefferson Community Center,26
48850462,2014-12-10,Paulson Community Center,43
48850463,2014-12-10,Ormsby Community Center,44
48850464,2014-12-10,Phillips Community Center,91
48850465,2014-12-10,West Penn Community Center,90
48850466,2014-12-10,Warrington Community Center,127
48850467,2014-12-10,Magee Community Center,78
48850468,2014-12-09,Arlington Community Center,115
48850469,2014-12-09,Ammon Community Center,108
48850470,2014-12-09,Jefferson Community Center,37
48850471,2014-12-09,Brookline Community Center,276
48850472,2014-12-09,Ormsby Community Center,35
48850473,2014-12-09,Paulson Community Center,31
48850474,2014-12-09,Phillips Community Center,163
48850475,2014-12-09,Warrington Community Center,63
48850476,2014-12-09,West Penn Community Center,76
48850477,2014-12-09,Magee Community Center,55
48850478,2014-12-08,Ammon Community Center,104
48850479,2014-12-08,Arlington Community Center,44
48850480,2014-12-08,Brookline Community Center,205
48850481,2014-12-08,Jefferson Community Center,28
48850482,2014-12-08,Paulson Community Center,27
48850483,2014-12-08,Ormsby Community Center,58
48850484,2014-12-08,Phillips Community Center,81
48850485,2014-12-08,West Penn Community Center,96
48850486,2014-12-08,Warrington Community Center,87
48850487,2014-12-08,Magee Community Center,54
48850488,2014-12-06,Brookline Community Center,401
48850489,2014-12-06,Ormsby Community Center,13
48850490,2014-12-06,Phillips Community Center,47
48850491,2014-12-06,West Penn Community Center,174
48850492,2014-12-05,Arlington Community Center,88
48850493,2014-12-05,Ammon Community Center,33
48850494,2014-12-05,Brookline Community Center,188
48850495,2014-12-05,Jefferson Community Center,28
48850496,2014-12-05,Ormsby Community Center,29
48850497,2014-12-05,Paulson Community Center,30
48850498,2014-12-05,Phillips Community Center,50
48850499,2014-12-05,West Penn Community Center,77
48850500,2014-12-05,Warrington Community Center,34
48850501,2014-12-05,Magee Community Center,45
48850502,2014-12-04,Ammon Community Center,74
48850503,2014-12-04,Arlington Community Center,62
48850504,2014-12-04,Jefferson Community Center,27
48850505,2014-12-04,Brookline Community Center,342
48850506,2014-12-04,Paulson Community Center,22
48850507,2014-12-04,Ormsby Community Center,36
48850508,2014-12-04,Phillips Community Center,80
48850509,2014-12-04,Warrington Community Center,50
48850510,2014-12-04,West Penn Community Center,57
48850511,2014-12-04,Magee Community Center,36
48850512,2014-12-03,Arlington Community Center,43
48850513,2014-12-03,Ammon Community Center,127
48850514,2014-12-03,Brookline Community Center,189
48850515,2014-12-03,Jefferson Community Center,28
48850516,2014-12-03,Ormsby Community Center,44
48850517,2014-12-03,Paulson Community Center,23
